StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Ethics,Source1,Source2,Source3,Source4,Source5,Count of Responses,Common_decision,mandates,use_tools,approved_tools,tools_description,autonomy,collaborative_within,collaborative_outside,longterm,shortterm,outside_org,within_org,often_env,often_evidence,often_teammates,often_leaders,often_elected,often_stakeholders,often_funding,impact_env,impact_evidence,impact_teammates,impact_leaders,impact_elected,impact_stakeholders,impact_funding,reduce_uncertainty,organization,org_other,duration,formal_training,training_desc,location,location_other,notes,Unique ID
44915.92,44915.92,IP Address,14,50,FALSE,44929.92,R_2QzXcQ3aGdPoDuo,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91438
44916.28,44916.28,IP Address,55,148,FALSE,44930.28,R_2ZDHg186AjPfi1n,anonymous,EN,Yes,,,,,,0,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88820
44916.33,44916.33,IP Address,14,43,FALSE,44930.33,R_2bH8yegLKAiBgMO,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65253
44916.33,44916.33,Spam,5,19,FALSE,44930.33,R_1oIqPCzw8alMy9P,anonymous,EN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44916.35,44916.35,IP Address,14,303,FALSE,44930.35,R_3CAQt1zuKezUK19,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21137
44907.58,44916.36,IP Address,14,758099,FALSE,44930.36,R_tMbAlzyPSx6ZNPb,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57054
44916.41,44916.41,IP Address,14,250,FALSE,44930.41,R_2TB59L44OgBIKKS,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47351
44916.42,44916.43,IP Address,14,245,FALSE,44930.43,R_2sWQxUmoARPR0UP,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32842
44916.44,44916.44,IP Address,5,18,FALSE,44930.44,R_1n3jzhBaa6LPxAS,anonymous,EN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44916.47,44916.47,IP Address,9,14,FALSE,44930.47,R_23f7AXETdEnHKu0,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44916.55,44916.55,IP Address,14,122,FALSE,44930.55,R_DdCPWu6eTZgFNVn,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34851
44930.58,44930.59,IP Address,100,763,TRUE,44930.59,R_3ffMZj78xWF9jfy,anonymous,EN,Yes,economic climate,Social climate,local (province-level) biodiversity goals,,,3,"where to secure conservation lands, how to restore disturbed lands back to native habitat, how to meet stakeholder needs","Alberta Wildlife Act, SARA, Water Act, Public Lands Act, Fisheries Act, municipal bylaws. Goals to conserve, enhance, protect wildlife and fisheries habitat for future generations use and enjoyment.",No,,,4,Most of the time,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Most of the time,About half the time,Sometimes,Agree,Neither agree nor disagree,Disagree,Agree,Disagree,Disagree,Neither agree nor disagree,"If the provincial government could provide results/outcomes on a more regular basis. Often it takes years to accomplish something, despite the work being conducted to the mutual benefit of those involved and stakeholders, yet the province's actions don't seem to align with their mandates.","Non-government agency (e.g., Nature Conservancy Canada, Ducks Unlimited Canada)",,over 10 years,No,,Alberta,,,10089
44916.68,44916.68,IP Address,18,86,FALSE,44930.68,R_2AHKAt3r2r6Jypy,anonymous,EN,Yes,Media,Politics,Research,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63706
44916.41,44916.68,IP Address,14,23459,FALSE,44930.68,R_qQmfAIcbbVkCUil,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65841
44917.25,44917.25,IP Address,14,81,FALSE,44931.25,R_32WU6HmANLoLoTl,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32123
44917.28,44917.28,IP Address,5,27,FALSE,44931.28,R_ANAXF2vQPyrh7bj,anonymous,EN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44931.37,44931.38,IP Address,100,978,TRUE,44931.38,R_2a8HBmNeXUY7A1W,anonymous,EN,Yes,current intensity of industrial activities,current industrial practices,local or regional-specific data,,,3,Which species/regions need conserved next in our region,"local land use planning frameworks, regional conservation targets",No,,,2,Sometimes,Always,Always,Always,Always,Never,About half the time,Sometimes,Sometimes,About half the time,Most of the time,About half the time,Most of the time,Agree,Agree,Neither agree nor disagree,Agree,Strongly agree,Agree,Agree,strong political prioritization for conservation in the Territory,"Non-government agency (e.g., Nature Conservancy Canada, Ducks Unlimited Canada)",,1 - 2 years,No,,Yukon,,,37688
44908.52,44917.4,IP Address,14,767731,FALSE,44931.4,R_aUYCUNbZRfQvSDf,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77302
44931.4,44931.41,IP Address,100,820,TRUE,44931.41,R_3O7ki2lJ0oLhOFC,anonymous,EN,Yes,Funding,Cost of Living Crisis,Public Participation and Citizen Science,Public Buy-In (climate skeptics),,4,Work exclusively at bolstering community support and educating the community on stewardship and conservation education initiatives.,Alberta's Water for Life Strategy (mandate) but this is severely underfunded.,No,,,1,Never,Sometimes,Always,Most of the time,About half the time,Always,Most of the time,About half the time,About half the time,Always,Most of the time,Most of the time,Always,Neither agree nor disagree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,"Elected officials not being able to influence the mandates/main goals of various branches within gov. i.e. environment, leading to stronger leadership for the province/federally.",Other,Lesser Slave Watershed Council,1 - 2 years,Yes,BofSc in Environmental Science,"Alberta,British Columbia,Manitoba",,,70236
44917.41,44917.41,IP Address,18,76,FALSE,44931.41,R_zYx6Q7SkYFOyqK5,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37573
44931.49,44931.5,IP Address,100,1113,TRUE,44931.5,R_1Flcua5zIwq4CLJ,anonymous,EN,Yes,"Constantly changing political landscape that changes the limitations, regulations, or prohibition of a municipality's ability to make and enforce decisions related to conservation and biodiversity.",Lack of available funding to implement identified management actions.,Lack of available data to identify and prioritize management actions.,Lack of staff expertise and capacity to identify and prioritize management actions.,"Disagreements or lack of alignment between levels of government including Federal, Provincial, Regional, and Local Area Municipality.",5,#NAME?,"Municipal Official Plan, Corporate Strategic Plans, climate-related adaptation/mitigation/resilience plans, provincial/national targets.",No,,,3,About half the time,Sometimes,About half the time,Sometimes,Most of the time,Sometimes,About half the time,Sometimes,About half the time,Most of the time,Most of the time,About half the time,Most of the time,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Agree,Strongly agree,"A more stable political landscape, consistent and predictable funding sources that do not require match-funding.",Municipal agency,,1 - 2 years,No,,Ontario,,N/A,20896
44931.6,44931.62,IP Address,100,1778,TRUE,44931.62,R_2VjTdL4gFKijlNm,anonymous,EN,Yes,Lack of political leadership and an unwillingness to act by government managers.,Lack of basic ecological knowledge to inform decision.,Inability to gather broad stakeholder support for decision.,,,3,"Resource allocation (manpower, funds) to studies designed to inform and evaluate management decisions.","Not-for-profit, delegated administrative organization under Alberta's Wildlife Act, we work closely with government fish and wildlife managers but have no regulatory authority.",No,,,3,Most of the time,Sometimes,Most of the time,Sometimes,About half the time,Sometimes,Most of the time,Most of the time,Sometimes,Sometimes,Most of the time,Sometimes,Sometimes,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Strongly agree,Agree,Neither agree nor disagree,Reduce incentives for inaction amongst government managers.,"Non-government agency (e.g., Nature Conservancy Canada, Ducks Unlimited Canada)",,over 10 years,No,,Alberta,,,35984
44931.7,44931.72,IP Address,100,1230,TRUE,44931.72,R_qVYN1ER9GCNyVdT,anonymous,EN,Yes,Unknown future funding,Social (intra office issues),Unknown variables,staffing,political (inter office issues),5,"Planning and staffing a team for active managment. Revegitiation programs, invasive species and grazing. Work with an extensive stakeholder group (Fed, Prov, NGO, ranchers, farmers).","parks canada act, sara, migratory bird conservation act, a number of stakeholder agreements.",No,,,3,Sometimes,About half the time,Always,About half the time,About half the time,Most of the time,Sometimes,About half the time,Most of the time,About half the time,Sometimes,Sometimes,Most of the time,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Secure funding for staff most are terms which leads to the loss of talent and training funds,Canadian federal government agency,,3 - 5 years,No,,Saskatchewan,,,90698
44931.75,44931.77,IP Address,100,1431,TRUE,44931.77,R_2YE6rVNlAhkJW13,anonymous,EN,Yes,Adequacy of mitigative or protective measures to ensure biodiversity persistence,Inadequate forecasts of future conditions (as they pertain to implications of present day decisions),Unclear whether conservation practices (many of which focus on particular species and their habitats) appropriately address scope of problems and complexity of natural systems,"Political uncertainties affecting legislation, policies, regulations, and the minutia of behind the scenes protocols in place to protect and maintain biodiversity.",,4,Land use planning; mitigation to address forestry practices; recommendations for environmental assessment approvals (for development); protected area estabishment,"Wildlife Act, Species at Risk act, Wilderness Protection Act, Biodiversity Act",Yes,Yes,Ecosystem classification and mapping; standardized conservation status ranking protocols; ecologically based forestry guidelines,3,Sometimes,Sometimes,Always,Most of the time,Most of the time,Most of the time,Always,Always,Most of the time,Always,Always,Most of the time,Sometimes,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Neither agree nor disagree,agreement that all decisions come with costs. There is no such thing as benign land/resource use.,Canadian provincial or territorial government agency,,over 10 years,Yes,Ecological modelling (ongoing PhD thesis),Nova Scotia,,Thanks,47163
44931.8,44931.81,IP Address,100,1001,TRUE,44931.81,R_2zp6rZcPo3Oq9Zv,anonymous,EN,Yes,Reliable source of funding for the creation of new projects and future monitoring of existing projects..,,,,,1,"Project design and processes to implement project, and assigning funds within a project to achieve project goals.","To accomplish the intended objectives of the project, which aim to support wildlife and habitat conservation.",No,,,4,Always,Most of the time,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Most of the time,Sometimes,Sometimes,Agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Agree,More reliable funding and more resources.,"Non-government agency (e.g., Nature Conservancy Canada, Ducks Unlimited Canada)",,over 10 years,Yes,Leadership training.,Alberta,,,63850
44931.9,44931.94,IP Address,100,3317,TRUE,44931.94,R_2zJ5FMF7y4G35tK,anonymous,EN,Yes,Wetland policy and mitigation on mineral wetlands within private lands and how that compares to public or government owned land,Rare plant survey policies and regulations,,,,2,Locating wildlife and wildlife features for pre construction and setting mitigations and recommendations on whether to construct or not. Wetland classification and protection. Conserving soil profiles by assessing pre-construction for future reclamation practices,"Wetland policy, wildlife act, migratory bird act, sensitive species inventory guidelines and master schedule of standards",Yes,Yes,"ABWRET, WAIF, education, soil color charts, wetland field guide and policy book etc",4,Sometimes,Sometimes,Sometimes,Sometimes,About half the time,Sometimes,Most of the time,Most of the time,About half the time,Most of the time,About half the time,About half the time,Sometimes,Agree,Agree,Disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,"More readily available resources for professionals, something like a field guide for certain policies, laid out in short form and not lengthly for quick field guidance",Industry/private company,,Less than 1 year,Yes,"BSc in Ecosystems management, over 6 years in conservation, undergrad thesis etc","Alberta,British Columbia,Manitoba,Saskatchewan",,,65107
44932.34,44932.35,IP Address,100,1072,TRUE,44932.35,R_aftdSieFfp0Gpu9,anonymous,EN,Yes,Lack of definite scientific proof for a conservation action,Lack of a clear document that I can point to to reference scientific proof in laments terms for my non-academic colleagues,When knowledge from hunting/fishing guides directly competes with scientific ideas,,,3,"Hunting quotas/regulations, fishing quotas/regulations, forestry techniques, location of recreational activities vs conservation areas, management of invasive species, watershed quality maintenance, wildlife corridor connectivity",Long-term conservation that integrates human use and recreational activities,No,,,4,Most of the time,Sometimes,Sometimes,Sometimes,Never,Most of the time,Sometimes,Most of the time,Most of the time,Most of the time,Sometimes,Most of the time,Sometimes,Strongly agree,Strongly agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,"More scientific evidence specific to issues related to hunting, fishing, forestry as well as my colleagues and leaders having a better understanding/access to that evidence",Industry/private company,,5 - 10 years,Yes,MSc degree in biology,Quebec,,,83892
44932.43,44932.45,IP Address,100,1864,TRUE,44932.45,R_AplViIsSnhnfBdL,anonymous,EN,Yes,Discrepancies between different agencies or organizations when working on shared projects.,,,,,1,Management of rangelands for the conservation of native prairie and species at risk.,"Alberta wildlife act, Species at risk act, conserving native prairie, conserving wildlife habitat",No,,,3,Most of the time,Most of the time,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,About half the time,Sometimes,About half the time,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,A shifted focus toward present day management.,"Non-government agency (e.g., Nature Conservancy Canada, Ducks Unlimited Canada)",,1 - 2 years,Yes,Decision making model use for pros/cons and benefits/downfalls as part of a population ecology college class.,Alberta,,No,21287
