StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Ethics,Source1,Source2,Source3,Source4,Source5,Q1_1,Q1_1_TEXT,Q1_2,Q1_2_TEXT,Q1_3,Q1_3_TEXT,Q1_4,Q1_4_TEXT,Q1_5,Q1_5_TEXT,Q2,Q3,Q3B,Q3C,Q3D,Q4,Q5_1,Q5_2,Q7_1,Q7_2,Q7_3,Q7_4,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q30_1,Q30_2,Q30_3,Q30_4,Q30_5,Q30_6,Q30_7,Q9,Q10,Q10_7_TEXT,Q11,Q31,Q32,Q12,Q12_14_TEXT,Q13,Unique ID
44943.68152,44943.68984,IP Address,100,719,True,44943.68985,R_ThZO5e5vGRg2vvP,anonymous,EN,Yes,na,Data collection from consultants,DFO Regulatory Review,Science,na,3,DFO Regulatory Review,4,Science,2,Data collection from consultants,,,,,Avoidance and mitigation,"Fisheries Act, Species at Risk Act",Yes,Yes,"Practitioners guides, risk document forms, Codes of Practice, Projects Near water website",5,Always,Always,Sometimes,About half the time,Sometimes,Sometimes,Sometimes,About half the time,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Agree,Agree,Agree,Agree,Agree,Agree,Agree,"More scientific research, proper regulatory accreditations, onboarding staff with applicable training programs",Canadian federal government agency,,3 - 5 years,Yes,"University, federal work experience courses, teaching while in consulting",Alberta,,Education is key along with proper training documents with science to back up the theory,96980
44943.66758,44943.69344,IP Address,100,2234,True,44943.69346,R_1DzEzvmDpxKTwz2,anonymous,EN,Yes,The subjectivity that is required to apply regulatory guidance and advice.,"Data gaps (e.g., species presence, species status and life-history) at specific sites.","The efficacy of offsetting or compensation efforts to successfully counterbalance impacts to conservation values (i.e., fish and fish habitat))",na,na,2,"Data gaps (e.g., species presence, species status and life-history) at specific sites.",3,"The efficacy of offsetting or compensation efforts to successfully counterbalance impacts to conservation values (i.e., fish and fish habitat))",1,The subjectivity that is required to apply regulatory guidance and advice.,,,,,"Assessment of impacts of works, undertakings and activities to fish and fish habitat, offering guidance to proponents on avoidance and mitigation measures.","Fisheries Act, Species at Risk Act",Yes,Yes,FFHPP Toolkit,2,Most of the time,Sometimes,Most of the time,About half the time,Most of the time,Most of the time,Most of the time,Most of the time,Sometimes,Sometimes,Sometimes,Most of the time,Sometimes,Agree,Strongly agree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,"Providing more guidance to proponents as our expectations on what is acceptable (e.g., Baseline data) has increased and moved to more risk-adverse. This aligns with a more protective Fisheries act.",Canadian federal government agency,,1 - 2 years,No,,Alberta,,,70783
44943.75953,44943.77198,IP Address,100,1075,True,44943.772,R_2YnZ7s5ElhZiBYm,anonymous,EN,Yes,Policies of adjacent land jurisdictions (provincial government),Changing human dimensions (e.g. bringing new leaders up to speed and constantly adjusting for different personalities/working styles) within my own organization.  ,Federal-provincial politics and subsequent intergovernmental relationships,Social acceptance/mood of the broader public AND Gaps in technical knowledge,na,1,Policies of adjacent land jurisdictions (provincial government),2,Changing human dimensions (e.g. bringing new leaders up to speed and constantly adjusting for different personalities/working styles) within my own organization.  ,3,Federal-provincial politics and subsequent intergovernmental relationships,4,Social acceptance/mood of the broader public,4,Gaps in technical knowledge,Everything from strategizing how best to inspire policy change in the adjacent land agency (the provincial government) to  how to best restrict the movements of reintroduced wild bison. ,"National Parks Act and Regulations (Canada), Banff National Park Management Plan, Alberta Wildlife Act and Regulations.",No,,,3,About half the time,Sometimes,Most of the time,Sometimes,Most of the time,About half the time,About half the time,Sometimes,Sometimes,Most of the time,Most of the time,Sometimes,About half the time,Disagree,Disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,More autonomy in my position; longer terms for political parties at he provincial and federal levels ,Canadian federal government agency,,over 10 years,No,,Alberta,,,61610
44930.24149,44930.24218,IP Address,14,59,False,44944.2422,R_3qlmgdJQ3ruAdjw,anonymous,EN,Yes,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23429
44944.26095,44944.26698,IP Address,100,521,True,44944.26699,R_OrM9H1WGJOYlpx7,anonymous,EN,Yes,Data,Engineering,Contractor capability,Public perception,Weather,2,Engineering,5,Weather,1,Data,4,Public perception,3,Contractor capability,"What type of mitigation methods are needed for a given development activity, permitting requirements.","Fisheries Act, Species at Risk Act",Yes,Yes,internal risk assessment documents,2,Most of the time,Sometimes,Always,Always,Sometimes,Sometimes,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Strongly agree,Strongly agree,Agree,Agree,Neither agree nor disagree,Disagree,Disagree,"training, ability to go out on the landscape and collect data",Canadian federal government agency,,3 - 5 years,No,,"Alberta,Manitoba,Ontario,Saskatchewan",,,70825
44930.31734,44930.31911,IP Address,5,152,False,44944.31916,R_tKbvJUKmhrlApW1,anonymous,EN,,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44929.73615,44930.32909,IP Address,45,51229,False,44944.32912,R_1opuQ6qXkBg4Y1w,anonymous,EN,Yes,na,na,na,na,na,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65187
44944.3259,44944.33619,IP Address,100,889,True,44944.33621,R_3qEGRsNv6H5Ojev,anonymous,EN,Yes,Uncertain invasive species introduction pathways,Uncertain invasive species climate tolerances,Uncertain political priorities in supporting invasive species work,na,na,2,Uncertain invasive species climate tolerances,1,Uncertain invasive species introduction pathways,3,Uncertain political priorities in supporting invasive species work,,,,,Response to aquatic invasive species,Federal and Provincial Legislation as well as Provincial policies,Yes,No,Experience and resource capacity,3,Most of the time,Most of the time,Always,Most of the time,About half the time,Sometimes,Always,Always,About half the time,Sometimes,Sometimes,Sometimes,About half the time,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,More research support,Canadian provincial or territorial government agency,,over 10 years,No,,Alberta,,Precautionary principle is often used to account for uncertainty to be conservative in decisions.,20691
44930.35487,44930.3711,IP Address,14,1402,False,44944.37151,R_23Vrj5rqIBwN0U9,anonymous,EN,Yes,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33545
44944.37969,44944.38733,IP Address,100,660,True,44944.38735,R_2CiYn054MwypJ5m,anonymous,EN,Yes,Understanding of how construction will be undertaken,Projects that have already occurred in the area (cumulative impacts),Information available about the natural world (pre-existing conditions),Design information provided by engineers or proponents,Lack of expertise in survey techniques and/or understanding of science that has been completed,4,Design information provided by engineers or proponents,3,Information available about the natural world (pre-existing conditions),2,Projects that have already occurred in the area (cumulative impacts),5,Lack of expertise in survey techniques and/or understanding of science that has been completed,1,Understanding of how construction will be undertaken,If a project is compliant with legislation and what mitigations to require on the project to protect the environment to the greatest extent possible.,Fisheries Act and the protection of fish and fish habitat,Yes,Yes,"FWMIT, ACIMS, SARA mapping...",2,Always,Most of the time,Most of the time,Sometimes,About half the time,Never,Sometimes,About half the time,Never,Sometimes,Sometimes,Sometimes,Never,Agree,Strongly agree,Disagree,Disagree,Neither agree nor disagree,Agree,Disagree,"Continued research, a better database of all construction projects and their range of influence",Canadian federal government agency,,Less than 1 year,Yes,Degree from the University of Alberta,"Alberta,Manitoba,Ontario,Saskatchewan",,,67345
44930.39288,44930.39329,IP Address,14,34,False,44944.39594,R_2S67c2uvsGJt12j,anonymous,EN,Yes,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58465
44930.46185,44930.4649,IP Address,18,263,False,44944.46575,R_2aLiFi26IaxFF0b,anonymous,EN,Yes,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87449
44930.52457,44930.52509,IP Address,14,44,False,44944.52736,R_3M3DGVOA0prufhk,anonymous,EN,Yes,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90059
44929.52089,44930.76766,IP Address,14,107720,False,44944.76822,R_XKU0IHCIIy0s4U1,anonymous,EN,Yes,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10733
44931.35293,44931.35323,IP Address,14,26,False,44945.35326,R_3JrWGurGaQLCDt7,anonymous,EN,Yes,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57117
44931.36471,44931.36507,IP Address,14,31,False,44945.3651,R_1dgobPk7pECZDAn,anonymous,EN,Yes,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62515
44931.38913,44931.39405,IP Address,14,424,False,44945.39409,R_1IKuLMnvbaAJhlL,anonymous,EN,Yes,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57018
44931.43959,44931.44013,IP Address,14,45,False,44945.44015,R_WC0q1bTDgo1Ewff,anonymous,EN,Yes,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85932
44931.46688,44931.46708,IP Address,14,17,False,44945.46713,R_SAGe44KXaASOUX7,anonymous,EN,Yes,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13577
44931.46648,44931.46794,IP Address,18,125,False,44945.46795,R_3jBzXegnoPgMP0l,anonymous,EN,Yes,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63176
44931.47035,44931.47641,IP Address,14,524,False,44945.47646,R_7P9PvuKsHOY1FaV,anonymous,EN,Yes,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47685
44931.49784,44931.49802,IP Address,14,16,False,44945.49805,R_2dXTN8KWLete40q,anonymous,EN,Yes,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68708
44931.50176,44931.50214,IP Address,14,32,False,44945.50294,R_1Dr76SRtocIqzpx,anonymous,EN,Yes,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14293
